GPSTime,meanElevation,GDOP,num_points,meanDisnmea_lonnmea_latnmea_alt
578361.625,18.518907547,0,4,7.4937620163,-122.308943357,37.9012341849,8.9393,
578362,22.8730697632,0,4,5.94985532761,-122.308984983,37.9012269897,9.0371,
578363,9.53639793396,0,6,17.7663784027,-122.309092136,37.901209831,9.296,
578364,8.52258968353,0,5,17.0277671814,-122.309204389,37.9011924631,9.4307,
578365.125,18.4784126282,13.928360939,9,7.56402015686,-122.309325696,37.9011734436,9.5193,
578366,15.4984760284,10.1228094101,13,11.8756093979,-122.309421213,37.9011580623,9.4639,
578367,11.6635036469,8.32942962646,13,13.4383487701,-122.309523347,37.9011413881,9.3882,
578368,15.785443306,6.81096982956,13,11.9479207993,-122.309620153,37.9011262259,9.2238,
578369,13.3756952286,7.6798081398,16,12.4501876831,-122.309707491,37.9011126936,9.0946,
578370,16.3546695709,3.82185006142,21,11.0242862701,-122.30978237,37.9011010413,8.9141,
578371,17.4914093018,0.398089885712,32,10.0063428879,-122.30984483,37.9010911418,8.7353,
578372,11.5618505478,5.86237096786,27,14.3955364227,-122.309893839,37.9010833579,8.5448,
578373,12.1127786636,7.27004241943,22,13.6814975739,-122.309927477,37.9010777302,8.416,
578374,13.6837043762,1.2468392849,23,12.2926034927,-122.309950456,37.9010737686,8.3429,
578375,13.808555603,6.85435533524,25,12.1503562927,-122.309961472,37.9010718849,8.2759,
578376,13.9162015915,6.95411348343,25,12.0958080292,-122.30996352,37.9010715673,8.2582,
578377,14.0132818222,7.41572809219,24,12.0731115341,-122.309964298,37.9010713969,8.2567,
578378,13.7859134674,7.78526449203,25,12.3191137314,-122.30996442,37.9010713937,8.2478,
578379,14.0406732559,7.58349370956,24,12.0527143478,-122.30996443,37.9010713503,8.2476,
578380,14.0266084671,7.40848875046,24,12.0634469986,-122.309964416,37.9010713412,8.2333,
578381,14.2089099884,7.42101144791,23,11.9572286606,-122.309964453,37.9010713107,8.2272,
578382,14.1263847351,7.98413324356,23,12.0565500259,-122.309964456,37.9010712872,8.2176,
578383,14.0444393158,7.35752630234,24,12.046204567,-122.309964456,37.9010712611,8.2016,
578384,14.562494278,7.76089525223,24,11.7639503479,-122.309966698,37.9010709093,8.1785,
578385,14.8787279129,6.36450767517,28,11.5080318451,-122.309977386,37.9010690952,8.1256,
578386,14.6963672638,7.03480863571,25,11.4415016174,-122.310002765,37.90106463,8.0152,
578387,14.1345643997,9.11741638184,22,12.1565999985,-122.310047371,37.9010571433,7.8552,
578388,17.2394313812,16.9741649628,11,8.6207113266,-122.310108177,37.9010473053,7.6613,
578389,18.9911804199,10.6580820084,18,8.3725566864,-122.310177975,37.90103655,7.4046,
578390,12.8162975311,17.6435165405,15,12.8531084061,-122.31025123,37.9010260247,7.1405,
578391,8.75096607208,0,8,17.376914978,-122.310324425,37.9010166732,6.8471,
578392,6.89740180969,26.9598751068,11,20.9346389771,-122.310390866,37.9010094798,6.6273,
578393,7.85805749893,24.2615432739,12,18.5413951874,-122.310449286,37.9010040939,6.4523,
578394,9.15958976746,17.6923866272,20,16.3819618225,-122.310497976,37.9009996972,6.2762,
578395,10.9963121414,14.2467889786,30,14.0507631302,-122.310535511,37.900995912,6.1216,
578396,12.4698038101,24.2019195557,37,12.5590419769,-122.310556427,37.9009933536,6.0699,
578397,13.3055992126,36.0960769653,42,11.974902153,-122.310568235,37.9009915524,6.0734,
578398,13.7960929871,71.8082580566,42,11.573264122,-122.310571426,37.9009909839,6.0806,
578399,15.4868783951,193.638320923,34,9.54024219513,-122.310573306,37.9009907946,6.0767,
578400,16.419084549,45.3940544128,32,8.73997879028,-122.310575094,37.900990609,6.0346,
578401,16.425945282,43.9949836731,32,8.7361125946,-122.310575359,37.9009907004,6.023,
578402,17.9903068542,1.69780504704,26,7.83391475677,-122.310578612,37.900990131,6.034,
578403,19.9945678711,151.468933105,20,6.91873311996,-122.310590936,37.9009878162,6.0062,
578404,21.0725479126,2.2124068737,32,6.64740037918,-122.310614435,37.9009832773,5.8727,
578405,21.7597408295,116.204498291,41,6.29159450531,-122.310647156,37.9009784441,5.4731,
578406.125,18.2548732758,134.549636841,30,7.67799425125,-122.31065964,37.9009760486,5.4143,
578407,13.6202430725,394.295135498,25,10.555803299,-122.31065964,37.9009760486,5.4143,
578408.125,9.03468513489,45.7274627686,15,16.0003852844,-122.31065964,37.9009760486,5.4143,
578409,6.53575992584,0,8,22.0482120514,-122.31065964,37.9009760486,5.4143,
578410,0,0,0,0,-122.31065964,37.9009760486,5.4143,
578411,5.93738460541,0,4,24.1689720154,-122.31065964,37.9009760486,5.4143,
578412,6.71819829941,4.46283864975,17,21.4309539795,-122.31065964,37.9009760486,5.4143,
578413,7.68109178543,1.17923521996,37,18.7498207092,-122.311088739,37.9008190935,2.1448,
578414,8.60696411133,1.45491719246,26,18.1615085602,-122.311103064,37.9007683197,2.569,
578415,22.2959136963,5.08980989456,19,6.27677631378,-122.311081956,37.9007093051,1.2747,
578416,20.5461483002,0,7,6.70245361328,-122.311051151,37.9006542119,0.9008,
578417,10.5696744919,0,4,13.4695320129,-122.311008056,37.9005934027,1.1472,
578418,14.5864219666,2.90835571289,20,10.4671258926,-122.310962337,37.9005341678,0.9558,
578419,22.4474658966,4.01122522354,66,6.24725341797,-122.310915779,37.9004774076,1.212,
578420,21.8229122162,1.10115790367,70,6.92932939529,-122.310879369,37.9004295701,2.7709,
578421,13.9943981171,1.51141381264,37,10.6164398193,-122.310836286,37.9003794074,1.9747,
578422,13.9830770493,2.06616711617,14,11.6924915314,-122.31080375,37.9003314452,3.229,
578423,17.1084918976,2.30422568321,9,10.1090812683,-122.310771222,37.9002872265,4.0567,
578424,16.4753055573,0,5,8.48963356018,-122.310740561,37.9002466518,4.6213,
578425,9.23562145233,13.1878767014,9,17.1312446594,-122.310711433,37.9002143865,4.4152,
578426,8.33835506439,11.0821619034,10,17.4262371063,-122.310690227,37.9001866446,4.1793,
578427,8.41203403473,0,8,17.0869235992,-122.310674285,37.9001667039,4.3052,
578428,8.79465675354,9.31589412689,10,16.6654167175,-122.310661452,37.9001473568,6.137,
578429,9.74472618103,6.28364229202,13,15.2264156342,-122.310654138,37.9001382309,6.1482,
578430,10.6271686554,5.47766923904,14,14.2500066757,-122.310647759,37.9001301554,6.1455,
578431,11.537733078,4.85463094711,14,13.1399354935,-122.310641931,37.9001228036,6.161,
578432,12.2961587906,4.67941427231,14,12.5216503143,-122.310637524,37.9001172632,6.174,
578433,13.4337968826,4.6663684845,14,11.7753419876,-122.310631648,37.9001098141,6.1809,
578434,18.4567623138,4.49179458618,15,8.87268066406,-122.310617813,37.9000920316,6.1895,
578435,25.4811954498,2.0017387867,22,7.22365999222,-122.310593834,37.9000604871,6.2312,
578436,19.0468025208,1.71155428886,24,8.63907623291,-122.310560164,37.9000147792,6.2743,
578437,16.0460529327,5.35773420334,11,9.5205039978,-122.310516639,37.899954139,7.015,
578438,12.9259586334,0,7,14.177479744,-122.310466218,37.8998796918,7.0111,
